t,y_des, alpha_des, beta_des, y_est, alpha_est, beta_est, y_act, alpha_act, beta_act
0.000000, 0.353600, 0.000000, 0.000000, 0.433013, 0.000000, 0.000000, 0.700000, -0.061659, -0.000000
0.001500, 0.353600, 0.000000, 0.000000, 0.432440, -0.000023, 0.000432, 0.699979, -0.000001, -0.000026
0.003000, 0.353600, 0.000000, 0.000000, 0.433528, 0.000051, 0.001144, 0.699948, 0.000001, -0.000064
0.004500, 0.353600, 0.000000, 0.000000, 0.436598, 0.000107, 0.001687, 0.699950, 0.000002, 0.000160
0.006000, 0.353600, 0.000000, 0.000000, 0.441079, 0.000148, 0.002080, 0.699989, 0.000003, 0.000622
0.007500, 0.353600, 0.000000, 0.000000, 0.446011, 0.000392, 0.002852, 0.700069, 0.000008, 0.001312
0.009000, 0.353600, 0.000000, 0.000000, 0.448525, 0.000720, 0.003919, 0.700172, 0.000016, 0.002270
0.010500, 0.353600, 0.000000, 0.000000, 0.448804, 0.000982, 0.004818, 0.700298, 0.000023, 0.003473
0.012000, 0.353600, 0.000000, 0.000000, 0.447358, 0.001204, 0.005629, 0.700442, 0.000030, 0.004895
0.013500, 0.353600, 0.000000, 0.000000, 0.444520, 0.001413, 0.006403, 0.700590, 0.000035, 0.006515
0.015000, 0.353600, 0.000000, 0.000000, 0.441758, 0.002885, 0.009696, 0.700739, 0.000066, 0.008329
0.016500, 0.353600, 0.000000, 0.000000, 0.440171, 0.005787, 0.016790, 0.700885, 0.000128, 0.010326
0.018000, 0.353600, 0.000000, 0.000000, 0.438458, 0.007986, 0.026956, 0.701010, 0.000180, 0.012518
0.019500, 0.353600, 0.000000, 0.000000, 0.435304, 0.009826, 0.035731, 0.701099, 0.000228, 0.014859
0.021000, 0.353600, 0.000000, 0.000000, 0.430885, 0.011470, 0.043360, 0.701153, 0.000272, 0.017345
0.022500, 0.353600, 0.000000, 0.000000, 0.425382, 0.012958, 0.050178, 0.701173, 0.000304, 0.019963
0.024000, 0.353600, 0.000000, 0.000000, 0.418923, 0.014306, 0.056391, 0.701160, 0.000320, 0.022691
0.025500, 0.353600, 0.000000, 0.000000, 0.411913, 0.015094, 0.061170, 0.701115, 0.000314, 0.025484
0.027000, 0.353600, 0.000000, 0.000000, 0.404769, 0.015903, 0.064876, 0.701040, 0.000305, 0.028322
0.028500, 0.353600, 0.000000, 0.000000, 0.397569, 0.016494, 0.067599, 0.700931, 0.000294, 0.031187
0.030000, 0.353600, 0.000000, 0.000000, 0.390454, 0.016982, 0.069130, 0.700782, 0.000288, 0.034066
0.031500, 0.353600, 0.000000, 0.000000, 0.383639, 0.017318, 0.069641, 0.700589, 0.000286, 0.036956
0.033000, 0.353600, 0.000000, 0.000000, 0.377313, 0.017521, 0.069290, 0.700344, 0.000295, 0.039862
0.034500, 0.353600, 0.000000, 0.000000, 0.371630, 0.017591, 0.068243, 0.700042, 0.000317, 0.042794
0.036000, 0.353600, 0.000000, 0.000000, 0.366689, 0.017491, 0.066694, 0.699675, 0.000346, 0.045761
0.037500, 0.353600, 0.000000, 0.000000, 0.362531, 0.017219, 0.064818, 0.699235, 0.000379, 0.048733
0.039000, 0.353600, 0.000000, 0.000000, 0.359176, 0.016833, 0.062732, 0.698716, 0.000400, 0.051503
0.040500, 0.353600, 0.000000, 0.000000, 0.356609, 0.016343, 0.060544, 0.698121, 0.000394, 0.053954
0.042000, 0.353600, 0.000000, 0.000000, 0.354786, 0.015759, 0.058412, 0.697460, 0.000347, 0.055918
0.043500, 0.353600, 0.000000, 0.000000, 0.353638, 0.015063, 0.056256, 0.696750, 0.000264, 0.057428
0.045000, 0.353600, 0.000000, 0.000000, 0.353131, 0.014315, 0.054216, 0.696005, 0.000157, 0.058538
0.046500, 0.353600, 0.000000, 0.000000, 0.353189, 0.013514, 0.052271, 0.695240, 0.000036, 0.059293
0.048000, 0.353600, 0.000000, 0.000000, 0.353750, 0.012638, 0.050436, 0.694470, -0.000085, 0.059735
0.049500, 0.353600, 0.000000, 0.000000, 0.354794, 0.011709, 0.048682, 0.693704, -0.000190, 0.059896
0.051000, 0.353600, 0.000000, 0.000000, 0.356254, 0.010745, 0.047077, 0.692950, -0.000272, 0.059805
0.052500, 0.353600, 0.000000, 0.000000, 0.358088, 0.009746, 0.045528, 0.692208, -0.000327, 0.059488
0.054000, 0.353600, 0.000000, 0.000000, 0.360268, 0.008726, 0.044129, 0.691476, -0.000357, 0.058965
0.055500, 0.353600, 0.000000, 0.000000, 0.362750, 0.007636, 0.042818, 0.690746, -0.000368, 0.058255
0.057000, 0.353600, 0.000000, 0.000000, 0.365493, 0.006610, 0.041645, 0.690007, -0.000366, 0.057376
0.058500, 0.353600, 0.000000, 0.000000, 0.368480, 0.005559, 0.040567, 0.689247, -0.000355, 0.056345
0.060000, 0.353600, 0.000000, 0.000000, 0.371670, 0.004503, 0.039623, 0.688455, -0.000335, 0.055178
0.061500, 0.353600, 0.000000, 0.000000, 0.375024, 0.003467, 0.038809, 0.687624, -0.000301, 0.053891
0.063000, 0.353600, 0.000000, 0.000000, 0.378521, 0.002458, 0.038126, 0.686747, -0.000247, 0.052499
0.064500, 0.353600, 0.000000, 0.000000, 0.382137, 0.001482, 0.037585, 0.685820, -0.000169, 0.051015
0.066000, 0.353600, 0.000000, 0.000000, 0.385831, 0.000543, 0.037200, 0.684843, -0.000064, 0.049452
0.067500, 0.353600, 0.000000, 0.000000, 0.389565, -0.000345, 0.036985, 0.683817, 0.000069, 0.047816
0.069000, 0.353600, 0.000000, 0.000000, 0.393313, -0.001165, 0.036952, 0.682744, 0.000225, 0.046114
0.070500, 0.353600, 0.000000, 0.000000, 0.397047, -0.001906, 0.037117, 0.681623, 0.000400, 0.044350
0.072000, 0.353600, 0.000000, 0.000000, 0.400719, -0.002557, 0.037509, 0.680455, 0.000587, 0.042525
0.073500, 0.353600, 0.000000, 0.000000, 0.404275, -0.003090, 0.038163, 0.679237, 0.000784, 0.040640
0.075000, 0.353600, 0.000000, 0.000000, 0.407688, -0.003494, 0.039075, 0.677966, 0.000988, 0.038696
0.076500, 0.353600, 0.000000, 0.000000, 0.410900, -0.003743, 0.040328, 0.676637, 0.001202, 0.036696
0.078000, 0.353600, 0.000000, 0.000000, 0.413848, -0.003828, 0.041947, 0.675241, 0.001430, 0.034643
0.079500, 0.353600, 0.000000, 0.000000, 0.416472, -0.003682, 0.043961, 0.673772, 0.001678, 0.032540
0.081000, 0.353600, 0.000000, 0.000000, 0.418713, -0.003352, 0.046446, 0.672233, 0.001823, 0.030417
0.082500, 0.353600, 0.000000, 0.000000, 0.420519, -0.002874, 0.049334, 0.670645, 0.001885, 0.028305
0.084000, 0.353600, 0.000000, 0.000000, 0.421874, -0.002208, 0.052526, 0.669015, 0.001898, 0.026141
0.085500, 0.353600, 0.000000, 0.000000, 0.422738, -0.001351, 0.055913, 0.667352, 0.001858, 0.023844
0.087000, 0.353600, 0.000000, 0.000000, 0.423081, -0.000300, 0.059373, 0.665669, 0.001766, 0.021347
0.088500, 0.353600, 0.000000, 0.000000, 0.422885, 0.000897, 0.062787, 0.663993, 0.001512, 0.018818
0.090000, 0.353600, 0.000000, 0.000000, 0.422161, 0.002161, 0.066082, 0.662353, 0.001212, 0.016461
0.091500, 0.353600, 0.000000, 0.000000, 0.420939, 0.003481, 0.069192, 0.660761, 0.000894, 0.014304
0.093000, 0.353600, 0.000000, 0.000000, 0.419249, 0.004823, 0.072023, 0.659224, 0.000570, 0.012398
0.094500, 0.353600, 0.000000, 0.000000, 0.417140, 0.006144, 0.074478, 0.657743, 0.000245, 0.010817
0.096000, 0.353600, 0.000000, 0.000000, 0.414673, 0.007401, 0.076461, 0.656312, -0.000083, 0.009635
0.097500, 0.353600, 0.000000, 0.000000, 0.411921, 0.008554, 0.077883, 0.654923, -0.000410, 0.008906
0.099000, 0.353600, 0.000000, 0.000000, 0.408968, 0.009569, 0.078670, 0.653566, -0.000724, 0.008642
0.100500, 0.353600, 0.000000, 0.000000, 0.405905, 0.010417, 0.078771, 0.652230, -0.001010, 0.008812
0.102000, 0.353600, 0.000000, 0.000000, 0.402826, 0.011072, 0.078163, 0.650908, -0.001258, 0.009351
0.103500, 0.353600, 0.000000, 0.000000, 0.399823, 0.011515, 0.076852, 0.649592, -0.001466, 0.010173
0.105000, 0.353600, 0.000000, 0.000000, 0.396983, 0.011742, 0.074878, 0.648279, -0.001626, 0.011199
0.106500, 0.353600, 0.000000, 0.000000, 0.394371, 0.011793, 0.072348, 0.646953, -0.001632, 0.012328
0.108000, 0.353600, 0.000000, 0.000000, 0.392012, 0.011718, 0.069465, 0.645596, -0.001596, 0.013487
0.109500, 0.353600, 0.000000, 0.000000, 0.389917, 0.011493, 0.066462, 0.644206, -0.001539, 0.014692
0.111000, 0.353600, 0.000000, 0.000000, 0.388096, 0.011124, 0.063540, 0.642782, -0.001467, 0.015995
0.112500, 0.353600, 0.000000, 0.000000, 0.386546, 0.010638, 0.060876, 0.641316, -0.001364, 0.017417
0.114000, 0.353600, 0.000000, 0.000000, 0.385241, 0.010077, 0.058573, 0.639785, -0.001211, 0.018693
0.115500, 0.353600, 0.000000, 0.000000, 0.384127, 0.009501, 0.056639, 0.638179, -0.001031, 0.019763
0.117000, 0.353600, 0.000000, 0.000000, 0.383167, 0.008977, 0.055046, 0.636508, -0.000734, 0.020679
0.118500, 0.353600, 0.000000, 0.000000, 0.382338, 0.008543, 0.053721, 0.634782, -0.000467, 0.021444
0.120000, 0.353600, 0.000000, 0.000000, 0.381619, 0.008138, 0.052570, 0.633003, -0.000293, 0.021981
0.121500, 0.353600, 0.000000, 0.000000, 0.380973, 0.007758, 0.051537, 0.631169, -0.000123, 0.022190
0.123000, 0.353600, 0.000000, 0.000000, 0.380361, 0.007446, 0.050583, 0.629291, 0.000015, 0.022051
0.124500, 0.353600, 0.000000, 0.000000, 0.379774, 0.007181, 0.049675, 0.627400, 0.000061, 0.021809
0.126000, 0.353600, 0.000000, 0.000000, 0.379230, 0.006931, 0.048826, 0.625510, 0.000049, 0.021588
0.127500, 0.353600, 0.000000, 0.000000, 0.378729, 0.006701, 0.048047, 0.623610, 0.000029, 0.021222
0.129000, 0.353600, 0.000000, 0.000000, 0.378243, 0.006505, 0.047303, 0.621695, 0.000013, 0.020661
0.130500, 0.353600, 0.000000, 0.000000, 0.377764, 0.006330, 0.046562, 0.619773, 0.000004, 0.020127
0.132000, 0.353600, 0.000000, 0.000000, 0.377305, 0.006168, 0.045829, 0.617848, 0.000018, 0.019805
0.133500, 0.353600, 0.000000, 0.000000, 0.376872, 0.006015, 0.045125, 0.615908, 0.000055, 0.019661
0.135000, 0.353600, 0.000000, 0.000000, 0.376451, 0.005873, 0.044446, 0.613938, 0.000097, 0.019605
0.136500, 0.353600, 0.000000, 0.000000, 0.376036, 0.005742, 0.043775, 0.611936, 0.000128, 0.019651
0.138000, 0.353600, 0.000000, 0.000000, 0.375631, 0.005624, 0.043109, 0.609906, 0.000129, 0.019821
0.139500, 0.353600, 0.000000, 0.000000, 0.375241, 0.005508, 0.042463, 0.607845, 0.000093, 0.020030
0.141000, 0.353600, 0.000000, 0.000000, 0.374860, 0.005394, 0.041841, 0.605748, 0.000037, 0.020153
0.142500, 0.353600, 0.000000, 0.000000, 0.374483, 0.005290, 0.041235, 0.603622, -0.000017, 0.020146
0.144000, 0.353600, 0.000000, 0.000000, 0.374110, 0.005194, 0.040639, 0.601475, -0.000069, 0.020031
0.145500, 0.353600, 0.000000, 0.000000, 0.373747, 0.005096, 0.040053, 0.599311, -0.000101, 0.019820
0.147000, 0.353600, 0.000000, 0.000000, 0.373390, 0.005001, 0.039482, 0.597133, -0.000095, 0.019518
0.148500, 0.353600, 0.000000, 0.000000, 0.373038, 0.004914, 0.038921, 0.594940, -0.000064, 0.019171
0.150000, 0.353600, 0.000000, 0.000000, 0.372689, 0.004828, 0.038364, 0.592736, -0.000029, 0.018856
0.151500, 0.353600, 0.000000, 0.000000, 0.372349, 0.004741, 0.037809, 0.590518, 0.000002, 0.018630
0.153000, 0.353600, 0.000000, 0.000000, 0.372015, 0.004659, 0.037261, 0.588282, 0.000018, 0.018508
0.154500, 0.353600, 0.000000, 0.000000, 0.371686, 0.004581, 0.036720, 0.586024, 0.000003, 0.018485
0.156000, 0.353600, 0.000000, 0.000000, 0.371362, 0.004501, 0.036186, 0.583739, -0.000038, 0.018548
0.157500, 0.353600, 0.000000, 0.000000, 0.371043, 0.004423, 0.035658, 0.581428, -0.000084, 0.018667
0.159000, 0.353600, 0.000000, 0.000000, 0.370730, 0.004350, 0.035140, 0.579087, -0.000132, 0.018788
0.160500, 0.353600, 0.000000, 0.000000, 0.370422, 0.004275, 0.034633, 0.576717, -0.000171, 0.018863
0.162000, 0.353600, 0.000000, 0.000000, 0.370118, 0.004201, 0.034137, 0.574321, -0.000185, 0.018863
0.163500, 0.353600, 0.000000, 0.000000, 0.369817, 0.004131, 0.033649, 0.571902, -0.000178, 0.018780
0.165000, 0.353600, 0.000000, 0.000000, 0.369521, 0.004063, 0.033170, 0.569462, -0.000164, 0.018621
0.166500, 0.353600, 0.000000, 0.000000, 0.369229, 0.003992, 0.032699, 0.567004, -0.000145, 0.018408
0.168000, 0.353600, 0.000000, 0.000000, 0.368941, 0.003926, 0.032234, 0.564529, -0.000125, 0.018179
0.169500, 0.353600, 0.000000, 0.000000, 0.368657, 0.003862, 0.031773, 0.562038, -0.000120, 0.017974
0.171000, 0.353600, 0.000000, 0.000000, 0.368377, 0.003796, 0.031315, 0.559531, -0.000131, 0.017823
0.172500, 0.353600, 0.000000, 0.000000, 0.368102, 0.003731, 0.030863, 0.557004, -0.000145, 0.017741
0.174000, 0.353600, 0.000000, 0.000000, 0.367831, 0.003671, 0.030415, 0.554456, -0.000165, 0.017730
0.175500, 0.353600, 0.000000, 0.000000, 0.367564, 0.003609, 0.029973, 0.551884, -0.000188, 0.017774
0.177000, 0.353600, 0.000000, 0.000000, 0.367301, 0.003546, 0.029537, 0.549287, -0.000204, 0.017848
0.178500, 0.353600, 0.000000, 0.000000, 0.367043, 0.003487, 0.029109, 0.546663, -0.000213, 0.017917
0.180000, 0.353600, 0.000000, 0.000000, 0.366787, 0.003430, 0.028689, 0.544014, -0.000224, 0.017955
0.181500, 0.353600, 0.000000, 0.000000, 0.366536, 0.003370, 0.028278, 0.541339, -0.000231, 0.017943
0.183000, 0.353600, 0.000000, 0.000000, 0.366288, 0.003313, 0.027873, 0.538640, -0.000229, 0.017874
0.184500, 0.353600, 0.000000, 0.000000, 0.366043, 0.003259, 0.027476, 0.535920, -0.000228, 0.017755
0.186000, 0.353600, 0.000000, 0.000000, 0.365802, 0.003203, 0.027084, 0.533180, -0.000229, 0.017605
0.187500, 0.353600, 0.000000, 0.000000, 0.365564, 0.003148, 0.026697, 0.530421, -0.000227, 0.017448
0.189000, 0.353600, 0.000000, 0.000000, 0.365330, 0.003097, 0.026314, 0.527644, -0.000226, 0.017310
0.190500, 0.353600, 0.000000, 0.000000, 0.365099, 0.003045, 0.025935, 0.524848, -0.000233, 0.017208
0.192000, 0.353600, 0.000000, 0.000000, 0.364871, 0.002991, 0.025559, 0.522032, -0.000235, 0.017153
0.193500, 0.353600, 0.000000, 0.000000, 0.364647, 0.002941, 0.025189, 0.519195, -0.000235, 0.017144
0.195000, 0.353600, 0.000000, 0.000000, 0.364426, 0.002893, 0.024823, 0.516336, -0.000240, 0.017169
0.196500, 0.353600, 0.000000, 0.000000, 0.364209, 0.002842, 0.024463, 0.513453, -0.000249, 0.017209
0.198000, 0.353600, 0.000000, 0.000000, 0.363995, 0.002793, 0.024109, 0.510544, -0.000256, 0.017245
0.199500, 0.353600, 0.000000, 0.000000, 0.363784, 0.002747, 0.023761, 0.507611, -0.000270, 0.017257
0.201000, 0.353600, 0.000000, 0.000000, 0.363576, 0.002700, 0.023420, 0.504654, -0.000287, 0.017236
0.202500, 0.353600, 0.000000, 0.000000, 0.363372, 0.002652, 0.023085, 0.501673, -0.000293, 0.017178
0.204000, 0.353600, 0.000000, 0.000000, 0.363169, 0.002608, 0.022755, 0.498670, -0.000293, 0.017089
0.205500, 0.353600, 0.000000, 0.000000, 0.362970, 0.002564, 0.022429, 0.495647, -0.000293, 0.016983
0.207000, 0.353600, 0.000000, 0.000000, 0.362774, 0.002518, 0.022108, 0.492603, -0.000287, 0.016874
0.208500, 0.353600, 0.000000, 0.000000, 0.362580, 0.002476, 0.021790, 0.489539, -0.000277, 0.016780
0.210000, 0.353600, 0.000000, 0.000000, 0.362389, 0.002435, 0.021476, 0.486456, -0.000275, 0.016711
0.211500, 0.353600, 0.000000, 0.000000, 0.362201, 0.002391, 0.021166, 0.483353, -0.000278, 0.016672
0.213000, 0.353600, 0.000000, 0.000000, 0.362016, 0.002349, 0.020859, 0.480228, -0.000279, 0.016662
0.214500, 0.353600, 0.000000, 0.000000, 0.361833, 0.002311, 0.020557, 0.477081, -0.000286, 0.016673
0.216000, 0.353600, 0.000000, 0.000000, 0.361653, 0.002270, 0.020259, 0.473911, -0.000300, 0.016692
0.217500, 0.353600, 0.000000, 0.000000, 0.361477, 0.002229, 0.019967, 0.470717, -0.000311, 0.016705
0.219000, 0.353600, 0.000000, 0.000000, 0.361302, 0.002192, 0.019679, 0.467499, -0.000321, 0.016703
0.220500, 0.353600, 0.000000, 0.000000, 0.361130, 0.002154, 0.019397, 0.464258, -0.000334, 0.016678
0.222000, 0.353600, 0.000000, 0.000000, 0.360961, 0.002115, 0.019119, 0.460993, -0.000339, 0.016629
0.223500, 0.353600, 0.000000, 0.000000, 0.360794, 0.002078, 0.018845, 0.457706, -0.000333, 0.016562
0.225000, 0.353600, 0.000000, 0.000000, 0.360629, 0.002044, 0.018575, 0.454398, -0.000328, 0.016485
0.226500, 0.353600, 0.000000, 0.000000, 0.360467, 0.002006, 0.018309, 0.451070, -0.000322, 0.016409
0.228000, 0.353600, 0.000000, 0.000000, 0.360307, 0.001970, 0.018046, 0.447720, -0.000314, 0.016343
0.229500, 0.353600, 0.000000, 0.000000, 0.360149, 0.001938, 0.017786, 0.444350, -0.000312, 0.016296
0.231000, 0.353600, 0.000000, 0.000000, 0.359994, 0.001903, 0.017529, 0.440959, -0.000319, 0.016269
0.232500, 0.353600, 0.000000, 0.000000, 0.359841, 0.001868, 0.017276, 0.437547, -0.000325, 0.016259
0.234000, 0.353600, 0.000000, 0.000000, 0.359690, 0.001837, 0.017026, 0.434112, -0.000333, 0.016261
0.235500, 0.353600, 0.000000, 0.000000, 0.359541, 0.001805, 0.016780, 0.430656, -0.000346, 0.016267
0.237000, 0.353600, 0.000000, 0.000000, 0.359396, 0.001771, 0.016538, 0.427175, -0.000355, 0.016268
0.238500, 0.353600, 0.000000, 0.000000, 0.359251, 0.001740, 0.016300, 0.423672, -0.000358, 0.016256
0.240000, 0.353600, 0.000000, 0.000000, 0.359109, 0.001710, 0.016066, 0.420145, -0.000361, 0.016231
0.241500, 0.353600, 0.000000, 0.000000, 0.358969, 0.001678, 0.015836, 0.416596, -0.000362, 0.016190
0.243000, 0.353600, 0.000000, 0.000000, 0.358832, 0.001648, 0.015610, 0.413025, -0.000358, 0.016138
0.244500, 0.353600, 0.000000, 0.000000, 0.358695, 0.001620, 0.015386, 0.409431, -0.000354, 0.016082
0.246000, 0.353600, 0.000000, 0.000000, 0.358561, 0.001590, 0.015165, 0.405817, -0.000354, 0.016029
0.247500, 0.353600, 0.000000, 0.000000, 0.358429, 0.001560, 0.014947, 0.402182, -0.000353, 0.015983
0.249000, 0.353600, 0.000000, 0.000000, 0.358299, 0.001533, 0.014732, 0.398525, -0.000353, 0.015950
0.250500, 0.353600, 0.000000, 0.000000, 0.358170, 0.001506, 0.014520, 0.394848, -0.000359, 0.015931
0.252000, 0.353600, 0.000000, 0.000000, 0.358044, 0.001477, 0.014310, 0.391149, -0.000365, 0.015922
0.253500, 0.353600, 0.000000, 0.000000, 0.357920, 0.001451, 0.014104, 0.387427, -0.000369, 0.015918
0.255000, 0.353600, 0.000000, 0.000000, 0.357796, 0.001426, 0.013901, 0.383683, -0.000375, 0.015917
0.256500, 0.353600, 0.000000, 0.000000, 0.357676, 0.001398, 0.013701, 0.379917, -0.000381, 0.015910
0.258000, 0.353600, 0.000000, 0.000000, 0.357557, 0.001372, 0.013504, 0.376127, -0.000382, 0.015894
0.259500, 0.353600, 0.000000, 0.000000, 0.357439, 0.001348, 0.013311, 0.372315, -0.000383, 0.015869
0.261000, 0.353600, 0.000000, 0.000000, 0.357324, 0.001323, 0.013120, 0.368480, -0.000386, 0.015836
0.262500, 0.353600, 0.000000, 0.000000, 0.357209, 0.001290, 0.012936, 0.364624, -0.000378, 0.015796
0.264000, 0.353600, 0.000000, 0.000000, 0.357057, 0.001220, 0.012777, 0.360763, -0.000291, 0.015738
0.265500, 0.353600, 0.000000, 0.000000, 0.356877, 0.001219, 0.012583, 0.356945, -0.000106, 0.015639
0.267000, 0.353600, 0.000000, 0.000000, 0.356711, 0.001282, 0.012356, 0.353165, 0.000082, 0.015460
0.268500, 0.353600, 0.000000, 0.000000, 0.356463, 0.001517, 0.012188, 0.349408, 0.000098, 0.015150
0.270000, 0.353600, 0.000000, 0.000000, 0.355862, 0.001909, 0.011910, 0.345730, 0.000119, 0.014652
0.271500, 0.353600, 0.000000, 0.000000, 0.354942, 0.002382, 0.011504, 0.342153, 0.000284, 0.014046
0.273000, 0.353600, 0.000000, 0.000000, 0.353759, 0.002948, 0.011013, 0.338686, 0.000599, 0.013371
0.274500, 0.353600, 0.000000, 0.000000, 0.352364, 0.003597, 0.010462, 0.335335, 0.001038, 0.012655
0.276000, 0.353600, 0.000000, 0.000000, 0.350798, 0.004310, 0.009874, 0.332104, 0.001559, 0.011919
0.277500, 0.353600, 0.000000, 0.000000, 0.349100, 0.005058, 0.009264, 0.328996, 0.002107, 0.011180
0.279000, 0.353600, 0.000000, 0.000000, 0.347301, 0.005808, 0.008647, 0.326015, 0.002623, 0.010453
0.280500, 0.353600, 0.000000, 0.000000, 0.345430, 0.006528, 0.008033, 0.323163, 0.003052, 0.009746
0.282000, 0.353600, 0.000000, 0.000000, 0.343512, 0.007191, 0.007428, 0.320440, 0.003353, 0.009066
0.283500, 0.353600, 0.000000, 0.000000, 0.341567, 0.007778, 0.006836, 0.317847, 0.003508, 0.008415
0.285000, 0.353600, 0.000000, 0.000000, 0.339615, 0.008280, 0.006256, 0.315382, 0.003514, 0.007790
0.286500, 0.353600, 0.000000, 0.000000, 0.337670, 0.008706, 0.005686, 0.313045, 0.003398, 0.007188
0.288000, 0.353600, 0.000000, 0.000000, 0.335742, 0.009074, 0.005121, 0.310832, 0.003205, 0.006601
0.289500, 0.353600, 0.000000, 0.000000, 0.333841, 0.009406, 0.004555, 0.308741, 0.002990, 0.006020
0.291000, 0.353600, 0.000000, 0.000000, 0.331976, 0.009725, 0.003979, 0.306768, 0.002807, 0.005435
0.292500, 0.353600, 0.000000, 0.000000, 0.330153, 0.010053, 0.003385, 0.304911, 0.002705, 0.004837
0.294000, 0.353600, 0.000000, 0.000000, 0.328379, 0.010406, 0.002762, 0.303165, 0.002721, 0.004215
0.295500, 0.353600, 0.000000, 0.000000, 0.326658, 0.010791, 0.002104, 0.301528, 0.002872, 0.003559
0.297000, 0.353600, 0.000000, 0.000000, 0.324995, 0.011209, 0.001403, 0.299998, 0.003166, 0.002861
0.298500, 0.353600, 0.000000, 0.000000, 0.323396, 0.011657, 0.000653, 0.298571, 0.003591, 0.002115
0.300000, 0.353600, 0.000000, 0.000000, 0.321861, 0.012131, -0.000153, 0.297246, 0.004122, 0.001317
0.301500, 0.353600, 0.000000, 0.000000, 0.320392, 0.012629, -0.001024, 0.296020, 0.004722, 0.000464
0.303000, 0.353600, 0.000000, 0.000000, 0.318988, 0.013121, -0.001949, 0.294892, 0.005356, -0.000441
0.304500, 0.353600, 0.000000, 0.000000, 0.317649, 0.013586, -0.002921, 0.293862, 0.005985, -0.001394
0.306000, 0.353600, 0.000000, 0.000000, 0.316382, 0.014030, -0.003943, 0.292929, 0.006581, -0.002394
0.307500, 0.353600, 0.000000, 0.000000, 0.315197, 0.014480, -0.005025, 0.292094, 0.007123, -0.003432
0.309000, 0.353600, 0.000000, 0.000000, 0.314098, 0.014949, -0.006164, 0.291357, 0.007599, -0.004501
0.310500, 0.353600, 0.000000, 0.000000, 0.313088, 0.015441, -0.007348, 0.290718, 0.008010, -0.005590
0.312000, 0.353600, 0.000000, 0.000000, 0.312166, 0.015992, -0.008547, 0.290174, 0.008391, -0.006675
0.313500, 0.353600, 0.000000, 0.000000, 0.311332, 0.016619, -0.009744, 0.289724, 0.008763, -0.007740
0.315000, 0.353600, 0.000000, 0.000000, 0.310587, 0.017333, -0.010929, 0.289367, 0.009139, -0.008776
0.316500, 0.353600, 0.000000, 0.000000, 0.309928, 0.018148, -0.012091, 0.289102, 0.009535, -0.009772
0.318000, 0.353600, 0.000000, 0.000000, 0.309354, 0.019066, -0.013211, 0.288926, 0.009953, -0.010709
0.319500, 0.353600, 0.000000, 0.000000, 0.308857, 0.020062, -0.014272, 0.288836, 0.010359, -0.011572
0.321000, 0.353600, 0.000000, 0.000000, 0.308434, 0.021126, -0.015271, 0.288827, 0.010739, -0.012354
0.322500, 0.353600, 0.000000, 0.000000, 0.308078, 0.022238, -0.016203, 0.288898, 0.011092, -0.013059
0.324000, 0.353600, 0.000000, 0.000000, 0.307782, 0.023380, -0.017072, 0.289047, 0.011428, -0.013694
0.325500, 0.353600, 0.000000, 0.000000, 0.307540, 0.024538, -0.017881, 0.289272, 0.011759, -0.014271
0.327000, 0.353600, 0.000000, 0.000000, 0.307348, 0.025699, -0.018634, 0.289570, 0.012098, -0.014797
0.328500, 0.353600, 0.000000, 0.000000, 0.307199, 0.026853, -0.019336, 0.289940, 0.012454, -0.015279
0.330000, 0.353600, 0.000000, 0.000000, 0.307092, 0.027991, -0.019992, 0.290378, 0.012831, -0.015724
0.331500, 0.353600, 0.000000, 0.000000, 0.307022, 0.029107, -0.020608, 0.290882, 0.013231, -0.016134
0.333000, 0.353600, 0.000000, 0.000000, 0.306987, 0.030197, -0.021190, 0.291448, 0.013649, -0.016512
0.334500, 0.353600, 0.000000, 0.000000, 0.306984, 0.031254, -0.021744, 0.292072, 0.014077, -0.016860
0.336000, 0.353600, 0.000000, 0.000000, 0.307066, 0.031887, -0.022015, 0.292746, 0.014599, -0.017223
0.337500, 0.353600, 0.000000, 0.000000, 0.307195, 0.032536, -0.022297, 0.293446, 0.015381, -0.017673
0.339000, 0.353600, 0.000000, 0.000000, 0.307362, 0.033112, -0.022519, 0.294166, 0.016164, -0.018044
0.340500, 0.353600, 0.000000, 0.000000, 0.307601, 0.033386, -0.022613, 0.294896, 0.017025, -0.018410
0.342000, 0.353600, 0.000000, 0.000000, 0.307884, 0.033464, -0.022609, 0.295615, 0.018220, -0.018901
0.343500, 0.353600, 0.000000, 0.000000, 0.308196, 0.033519, -0.022590, 0.296329, 0.019668, -0.019502
0.345000, 0.353600, 0.000000, 0.000000, 0.308531, 0.033530, -0.022553, 0.297045, 0.021091, -0.020106
0.346500, 0.353600, 0.000000, 0.000000, 0.308885, 0.033471, -0.022491, 0.297774, 0.022340, -0.020697
0.348000, 0.353600, 0.000000, 0.000000, 0.309251, 0.033393, -0.022422, 0.298517, 0.023327, -0.021318
0.349500, 0.353600, 0.000000, 0.000000, 0.309625, 0.033301, -0.022352, 0.299278, 0.023992, -0.021979
0.351000, 0.353600, 0.000000, 0.000000, 0.310003, 0.033197, -0.022281, 0.300057, 0.024348, -0.022677
0.352500, 0.353600, 0.000000, 0.000000, 0.310386, 0.033078, -0.022207, 0.300853, 0.024461, -0.023407
